Day_ID,Date,obs_NO2,obs_CH4,sigma_N,sigma_C,true_NO2,true_CH4
4,10000003,116.1,1973.4,7.0,2.0,105.92,1975.96
4,10000003,93.07,1912.81,7.0,2.0,95.38,1912.12
4,10000003,111.76,1924.17,7.0,2.0,104.39,1925.14
4,10000003,58.59,1901.58,7.0,2.0,56.2,1901.19
4,10000003,82.83,1923.85,7.0,2.0,83.38,1924.45
5,10000004,58.83,1929.36,7.0,2.0,68.65,1931.44
5,10000004,122.34,1974.86,7.0,2.0,130.16,1974.48
5,10000004,74.46,1921.81,7.0,2.0,79.52,1921.07
5,10000004,94.0,1968.21,7.0,2.0,100.75,1969.13
5,10000004,109.52,1957.67,7.0,2.0,100.35,1959.6
5,10000004,147.75,1999.32,7.0,2.0,138.71,1996.16
5,10000004,150.55,1963.87,7.0,2.0,151.29,1963.62
5,10000004,150.8,1977.27,7.0,2.0,142.24,1975.84
5,10000004,48.85,1905.69,7.0,2.0,43.94,1906.4
5,10000004,18.48,1856.6,7.0,2.0,13.41,1854.83
5,10000004,60.71,1920.19,7.0,2.0,58.59,1919.98
5,10000004,119.85,1957.96,7.0,2.0,126.75,1959.99
5,10000004,79.55,1907.65,7.0,2.0,72.7,1906.74
5,10000004,156.89,1992.95,7.0,2.0,160.71,1992.89
5,10000004,92.99,1917.76,7.0,2.0,89.81,1917.95
5,10000004,164.13,1991.16,7.0,2.0,169.98,1991.95
5,10000004,133.71,1971.7,7.0,2.0,138.34,1973.54
5,10000004,51.78,1904.61,7.0,2.0,48.69,1905.63
5,10000004,43.89,1905.01,7.0,2.0,52.02,1901.27
5,10000004,135.94,1970.31,7.0,2.0,138.08,1968.53
6,10000005,67.57,1918.53,7.0,2.0,63.61,1918.61
6,10000005,57.22,1904.53,7.0,2.0,52.27,1903.2
6,10000005,48.35,1886.91,7.0,2.0,37.05,1886.0
6,10000005,150.86,1952.1,7.0,2.0,150.15,1949.5
6,10000005,132.12,1948.98,7.0,2.0,138.15,1948.37
6,10000005,16.8,1877.13,7.0,2.0,12.42,1877.39
6,10000005,134.45,1939.0,7.0,2.0,131.09,1938.81
6,10000005,14.42,1865.85,7.0,2.0,13.87,1867.86
6,10000005,45.88,1906.88,7.0,2.0,46.68,1906.62
6,10000005,141.74,1945.53,7.0,2.0,138.66,1943.79
6,10000005,127.28,1942.21,7.0,2.0,131.21,1941.39
6,10000005,154.87,1948.01,7.0,2.0,151.17,1947.96
6,10000005,109.12,1926.9,7.0,2.0,110.39,1924.35
6,10000005,21.67,1882.39,7.0,2.0,19.59,1883.84
6,10000005,143.95,1948.54,7.0,2.0,147.38,1949.84
6,10000005,88.22,1916.69,7.0,2.0,88.4,1918.96
6,10000005,43.15,1890.41,7.0,2.0,47.89,1889.33
6,10000005,82.74,1920.19,7.0,2.0,74.88,1921.55
6,10000005,38.47,1894.08,7.0,2.0,40.87,1895.14
6,10000005,155.11,1958.61,7.0,2.0,152.39,1960.14
7,10000006,126.3,1912.3,7.0,2.0,118.81,1914.74
7,10000006,140.01,1943.81,7.0,2.0,143.39,1944.35
7,10000006,70.48,1922.88,7.0,2.0,80.06,1921.95
7,10000006,117.49,1923.14,7.0,2.0,118.84,1925.74
7,10000006,69.34,1904.11,7.0,2.0,49.37,1903.77
7,10000006,157.59,1943.62,7.0,2.0,153.47,1943.95
7,10000006,144.73,1939.83,7.0,2.0,141.58,1938.8
7,10000006,92.65,1929.59,7.0,2.0,96.93,1927.81
7,10000006,56.73,1905.82,7.0,2.0,60.88,1904.35
7,10000006,152.55,1931.84,7.0,2.0,162.63,1928.2
7,10000006,25.52,1882.52,7.0,2.0,26.0,1879.74
7,10000006,70.96,1906.97,7.0,2.0,70.85,1909.32
7,10000006,53.79,1884.96,7.0,2.0,44.82,1884.04
7,10000006,12.98,1890.68,7.0,2.0,19.04,1889.63
7,10000006,55.89,1900.31,7.0,2.0,54.39,1904.71
7,10000006,53.5,1910.66,7.0,2.0,51.79,1908.97
7,10000006,15.32,1875.42,7.0,2.0,27.9,1876.79
7,10000006,162.6,1941.47,7.0,2.0,158.25,1941.24
7,10000006,59.97,1909.26,7.0,2.0,64.23,1905.81
7,10000006,19.48,1898.94,7.0,2.0,22.39,1902.17
8,10000007,-9.23,1863.87,7.0,2.0,4.75,1866.5
8,10000007,151.35,1970.28,7.0,2.0,151.91,1972.18
8,10000007,137.74,1956.93,7.0,2.0,134.75,1958.5
8,10000007,27.66,1902.38,7.0,2.0,33.19,1898.58
8,10000007,64.7,1901.3,7.0,2.0,49.25,1900.91
8,10000007,109.03,1938.03,7.0,2.0,105.87,1941.62
8,10000007,114.64,1956.59,7.0,2.0,117.4,1956.19
8,10000007,86.89,1920.27,7.0,2.0,78.8,1920.34
8,10000007,2.8,1873.13,7.0,2.0,9.91,1871.93
8,10000007,105.29,1952.86,7.0,2.0,113.37,1949.93
8,10000007,70.77,1893.62,7.0,2.0,63.05,1894.96
8,10000007,37.27,1889.8,7.0,2.0,38.98,1890.67
8,10000007,67.68,1926.15,7.0,2.0,54.09,1922.26
8,10000007,102.95,1968.75,7.0,2.0,98.65,1964.76
8,10000007,10.8,1871.59,7.0,2.0,9.17,1871.48
8,10000007,44.09,1905.33,7.0,2.0,41.15,1906.87
8,10000007,25.96,1899.91,7.0,2.0,30.45,1903.36
8,10000007,154.77,2009.13,7.0,2.0,158.51,2009.67
8,10000007,111.52,1941.34,7.0,2.0,110.89,1942.68
8,10000007,171.11,2005.34,7.0,2.0,171.72,2004.58
9,10000008,19.7,1868.03,7.0,2.0,22.0,1867.98
9,10000008,118.4,2002.89,7.0,2.0,128.34,2002.98
9,10000008,110.17,1969.53,7.0,2.0,105.41,1970.55
9,10000008,75.89,1930.89,7.0,2.0,71.9,1928.98
9,10000008,41.23,1883.92,7.0,2.0,33.19,1881.4
9,10000008,120.56,1981.72,7.0,2.0,114.48,1982.33
9,10000008,67.82,1930.32,7.0,2.0,70.72,1931.94
9,10000008,37.76,1895.3,7.0,2.0,44.2,1896.34
9,10000008,31.12,1874.25,7.0,2.0,27.16,1874.23
9,10000008,97.43,1970.09,7.0,2.0,103.47,1968.58
9,10000008,135.16,2014.12,7.0,2.0,141.07,2014.65
9,10000008,93.52,1952.72,7.0,2.0,85.49,1950.45
9,10000008,125.04,2009.68,7.0,2.0,130.55,2010.55
9,10000008,93.14,1948.65,7.0,2.0,89.48,1947.2
9,10000008,52.29,1885.2,7.0,2.0,41.33,1888.01
9,10000008,103.89,1953.18,7.0,2.0,98.79,1955.7
9,10000008,79.7,1934.94,7.0,2.0,74.81,1933.38
9,10000008,40.49,1884.42,7.0,2.0,41.21,1883.69
9,10000008,158.98,2053.77,7.0,2.0,169.25,2052.11
9,10000008,159.49,2037.42,7.0,2.0,158.16,2038.72
10,10000009,147.58,2005.49,7.0,2.0,147.41,2006.8
10,10000009,167.11,2030.05,7.0,2.0,166.36,2034.06
10,10000009,17.23,1879.01,7.0,2.0,13.83,1878.33
10,10000009,-0.21,1883.99,7.0,2.0,3.21,1881.72
10,10000009,89.28,1939.59,7.0,2.0,76.52,1942.89
10,10000009,145.52,1991.39,7.0,2.0,137.79,1991.52
10,10000009,84.49,1936.08,7.0,2.0,80.18,1937.78
10,10000009,140.23,1975.56,7.0,2.0,132.03,1979.26
10,10000009,147.95,2002.33,7.0,2.0,141.82,2001.0
10,10000009,76.88,1919.47,7.0,2.0,79.68,1918.51
10,10000009,41.21,1893.52,7.0,2.0,36.25,1895.15
10,10000009,57.81,1918.4,7.0,2.0,49.98,1921.03
10,10000009,90.05,1950.22,7.0,2.0,94.37,1951.72
10,10000009,35.69,1899.66,7.0,2.0,36.3,1898.9
10,10000009,77.28,1931.75,7.0,2.0,82.61,1933.64
10,10000009,50.96,1886.09,7.0,2.0,61.18,1886.12
10,10000009,164.31,2036.48,7.0,2.0,161.89,2037.78
10,10000009,174.47,2018.16,7.0,2.0,169.25,2015.89
10,10000009,75.02,1890.13,7.0,2.0,71.2,1890.64
10,10000009,2.9,1890.65,7.0,2.0,9.08,1891.51
11,10000010,60.56,1921.32,7.0,2.0,58.1,1923.03
11,10000010,25.29,1878.02,7.0,2.0,26.44,1882.44
11,10000010,93.17,1972.2,7.0,2.0,103.3,1975.22
11,10000010,110.53,1958.32,7.0,2.0,107.09,1961.01
11,10000010,171.87,2034.88,7.0,2.0,173.12,2033.67
11,10000010,53.06,1908.21,7.0,2.0,49.44,1905.36
11,10000010,10.17,1881.87,7.0,2.0,14.25,1878.74
11,10000010,94.7,1966.27,7.0,2.0,92.85,1965.39
11,10000010,153.13,2009.39,7.0,2.0,144.51,2010.27
11,10000010,104.11,1969.78,7.0,2.0,100.24,1968.58
11,10000010,8.5,1871.39,7.0,2.0,7.65,1870.78
11,10000010,59.18,1915.44,7.0,2.0,47.86,1916.01
11,10000010,126.64,1992.63,7.0,2.0,124.03,1990.88
11,10000010,67.15,1943.5,7.0,2.0,69.55,1941.89
11,10000010,65.67,1941.37,7.0,2.0,63.87,1942.24
11,10000010,112.33,1983.01,7.0,2.0,111.22,1983.25
11,10000010,51.61,1930.78,7.0,2.0,57.21,1929.24
11,10000010,81.59,1938.05,7.0,2.0,72.25,1938.03
11,10000010,96.31,1960.2,7.0,2.0,99.46,1963.43
11,10000010,155.52,2014.11,7.0,2.0,158.93,2014.22
12,10000011,16.64,1912.53,7.0,2.0,20.75,1909.4
12,10000011,47.04,1907.85,7.0,2.0,55.21,1905.89
12,10000011,105.65,1929.27,7.0,2.0,106.76,1929.42
12,10000011,164.23,1932.15,7.0,2.0,167.96,1931.71
12,10000011,59.0,1909.92,7.0,2.0,63.55,1912.69
12,10000011,10.38,1893.49,7.0,2.0,8.17,1888.73
12,10000011,67.33,1913.09,7.0,2.0,69.51,1914.36
12,10000011,60.43,1908.05,7.0,2.0,57.1,1907.18
12,10000011,148.81,1934.53,7.0,2.0,160.19,1934.18
12,10000011,123.5,1934.05,7.0,2.0,122.59,1933.95
12,10000011,15.96,1904.38,7.0,2.0,3.05,1903.42
12,10000011,10.14,1892.47,7.0,2.0,12.75,1894.35
12,10000011,55.29,1913.18,7.0,2.0,51.7,1915.06
12,10000011,87.88,1930.22,7.0,2.0,90.86,1925.7
12,10000011,109.83,1917.88,7.0,2.0,107.1,1918.01
12,10000011,46.18,1915.96,7.0,2.0,45.62,1911.77
12,10000011,175.05,1928.24,7.0,2.0,159.54,1926.8
12,10000011,134.15,1931.44,7.0,2.0,124.7,1934.09
12,10000011,-0.16,1907.7,7.0,2.0,5.44,1907.8
12,10000011,120.52,1923.88,7.0,2.0,120.89,1920.59
13,10000012,124.29,1935.63,7.0,2.0,119.07,1937.81
13,10000012,77.98,1895.52,7.0,2.0,65.98,1895.92
13,10000012,52.44,1909.12,7.0,2.0,54.35,1906.68
13,10000012,80.57,1900.36,7.0,2.0,68.76,1897.38
13,10000012,160.35,1965.24,7.0,2.0,166.02,1966.6
13,10000012,-0.55,1866.76,7.0,2.0,6.99,1871.15
13,10000012,50.92,1895.34,7.0,2.0,48.53,1891.91
13,10000012,6.92,1882.44,7.0,2.0,4.63,1883.25
13,10000012,60.58,1890.17,7.0,2.0,47.39,1887.5
13,10000012,-0.21,1897.72,7.0,2.0,6.74,1895.7
13,10000012,57.36,1892.43,7.0,2.0,52.77,1892.89
13,10000012,24.06,1875.81,7.0,2.0,26.88,1875.33
13,10000012,25.79,1894.96,7.0,2.0,17.88,1893.77
13,10000012,76.25,1943.06,7.0,2.0,86.37,1942.03
13,10000012,118.77,1933.44,7.0,2.0,108.98,1930.23
13,10000012,167.37,1972.1,7.0,2.0,167.68,1973.32
13,10000012,101.48,1942.42,7.0,2.0,101.71,1941.99
13,10000012,164.9,1972.65,7.0,2.0,161.19,1971.64
13,10000012,30.16,1866.82,7.0,2.0,17.58,1869.8
13,10000012,135.92,1942.52,7.0,2.0,135.77,1937.85
14,10000013,154.43,1970.42,7.0,2.0,149.83,1969.33
14,10000013,-4.04,1876.96,7.0,2.0,4.7,1875.04
14,10000013,149.2,1975.58,7.0,2.0,145.56,1975.7
14,10000013,164.89,1997.7,7.0,2.0,165.32,1994.92
14,10000013,3.93,1874.53,7.0,2.0,2.15,1874.65
14,10000013,19.8,1895.84,7.0,2.0,22.84,1894.91
14,10000013,104.94,1943.45,7.0,2.0,97.82,1945.15
14,10000013,14.67,1876.28,7.0,2.0,24.48,1873.86
14,10000013,172.65,1976.53,7.0,2.0,167.47,1975.59
14,10000013,130.69,1952.21,7.0,2.0,131.42,1952.32
14,10000013,61.43,1927.94,7.0,2.0,69.8,1924.92
14,10000013,176.96,1980.83,7.0,2.0,172.37,1979.1
14,10000013,67.5,1919.9,7.0,2.0,57.4,1917.56
14,10000013,91.22,1934.61,7.0,2.0,94.68,1934.25
14,10000013,5.92,1858.06,7.0,2.0,5.89,1860.08
14,10000013,149.41,1960.83,7.0,2.0,134.51,1959.89
14,10000013,29.59,1873.74,7.0,2.0,24.28,1875.6
14,10000013,152.24,1975.78,7.0,2.0,147.8,1974.83
14,10000013,23.18,1886.15,7.0,2.0,20.51,1885.27
14,10000013,49.39,1903.81,7.0,2.0,51.19,1907.57
15,10000014,27.81,1883.84,7.0,2.0,31.8,1885.43
15,10000014,184.47,1999.33,7.0,2.0,171.74,1999.12
15,10000014,131.89,1968.18,7.0,2.0,129.04,1963.78
15,10000014,109.49,1973.34,7.0,2.0,122.5,1971.21
15,10000014,50.63,1914.4,7.0,2.0,47.89,1916.98
15,10000014,120.93,1940.52,7.0,2.0,108.5,1938.49
15,10000014,-4.85,1878.38,7.0,2.0,3.22,1880.0
15,10000014,50.78,1914.7,7.0,2.0,52.62,1916.59
15,10000014,135.42,1983.51,7.0,2.0,131.9,1982.71
15,10000014,40.71,1884.97,7.0,2.0,34.7,1885.43
15,10000014,162.12,1987.13,7.0,2.0,163.25,1988.78
15,10000014,87.3,1941.17,7.0,2.0,84.27,1942.28
15,10000014,135.49,1974.63,7.0,2.0,141.01,1974.3
15,10000014,68.61,1932.4,7.0,2.0,71.06,1932.23
15,10000014,19.87,1898.55,7.0,2.0,22.92,1898.35
15,10000014,36.58,1888.22,7.0,2.0,33.8,1888.39
15,10000014,82.42,1922.44,7.0,2.0,85.56,1924.9
15,10000014,123.21,1954.99,7.0,2.0,115.06,1955.78
15,10000014,4.81,1881.67,7.0,2.0,7.07,1879.2
15,10000014,143.31,1996.3,7.0,2.0,137.36,1994.06
16,10000015,25.69,1890.25,7.0,2.0,19.49,1885.91
16,10000015,135.49,2009.02,7.0,2.0,138.1,2006.36
16,10000015,170.09,2037.57,7.0,2.0,164.85,2038.46
16,10000015,72.06,1932.05,7.0,2.0,55.26,1931.98
16,10000015,157.35,2027.39,7.0,2.0,167.77,2027.91
16,10000015,71.71,1946.33,7.0,2.0,69.51,1947.22
16,10000015,154.51,2019.96,7.0,2.0,161.88,2016.74
16,10000015,43.91,1928.03,7.0,2.0,50.96,1926.76
16,10000015,82.25,1940.7,7.0,2.0,78.79,1940.33
16,10000015,104.87,1968.42,7.0,2.0,99.82,1965.99
16,10000015,75.76,1933.86,7.0,2.0,72.78,1933.43
16,10000015,141.77,2023.75,7.0,2.0,151.94,2026.34
16,10000015,61.18,1912.4,7.0,2.0,57.79,1913.88
16,10000015,106.88,1968.23,7.0,2.0,104.53,1970.15
16,10000015,118.1,1975.69,7.0,2.0,115.09,1978.22
16,10000015,68.12,1926.29,7.0,2.0,60.37,1927.7
16,10000015,138.31,1992.47,7.0,2.0,139.05,1992.16
16,10000015,29.51,1891.78,7.0,2.0,28.63,1892.66
16,10000015,28.65,1902.05,7.0,2.0,28.79,1903.35
16,10000015,86.6,1974.4,7.0,2.0,89.71,1976.94
17,10000016,163.29,2036.6,7.0,2.0,167.41,2034.28
17,10000016,149.36,2005.78,7.0,2.0,148.38,2007.74
17,10000016,171.25,2021.1,7.0,2.0,171.51,2023.27
17,10000016,161.04,2009.24,7.0,2.0,160.97,2006.62
17,10000016,99.67,1954.87,7.0,2.0,92.95,1951.59
17,10000016,132.89,1987.5,7.0,2.0,126.8,1986.27
17,10000016,141.26,1994.22,7.0,2.0,136.91,1995.37
17,10000016,84.84,1960.52,7.0,2.0,95.03,1966.47
17,10000016,26.83,1870.57,7.0,2.0,14.77,1872.5
17,10000016,114.25,1969.6,7.0,2.0,111.58,1969.73
17,10000016,121.97,1983.74,7.0,2.0,111.85,1982.26
17,10000016,95.27,1954.65,7.0,2.0,89.55,1956.1
17,10000016,26.79,1878.99,7.0,2.0,27.07,1881.26
17,10000016,142.63,1995.37,7.0,2.0,145.37,1997.05
17,10000016,125.08,1989.97,7.0,2.0,137.58,1985.87
17,10000016,150.52,2000.63,7.0,2.0,153.05,2000.3
17,10000016,78.74,1920.69,7.0,2.0,71.78,1923.08
17,10000016,133.52,1989.25,7.0,2.0,132.65,1988.68
17,10000016,145.46,1998.45,7.0,2.0,151.95,1998.64
17,10000016,133.03,1987.26,7.0,2.0,129.68,1986.09
18,10000017,48.21,1896.02,7.0,2.0,38.33,1893.94
18,10000017,157.12,2000.71,7.0,2.0,162.13,1999.0
18,10000017,76.71,1925.89,7.0,2.0,72.12,1927.12
18,10000017,0.18,1866.04,7.0,2.0,12.55,1866.65
18,10000017,17.15,1862.69,7.0,2.0,14.87,1862.85
18,10000017,111.87,1968.75,7.0,2.0,118.17,1969.53
18,10000017,92.63,1932.48,7.0,2.0,94.23,1934.0
18,10000017,89.31,1937.27,7.0,2.0,91.8,1935.34
18,10000017,17.28,1871.64,7.0,2.0,19.32,1870.87
18,10000017,93.15,1954.92,7.0,2.0,90.6,1955.62
18,10000017,75.28,1918.46,7.0,2.0,77.72,1919.84
18,10000017,43.66,1878.34,7.0,2.0,47.01,1879.01
18,10000017,129.44,1967.16,7.0,2.0,126.63,1966.32
18,10000017,35.88,1874.76,7.0,2.0,25.7,1876.39
18,10000017,48.97,1889.33,7.0,2.0,46.46,1888.62
18,10000017,119.58,1967.12,7.0,2.0,114.47,1966.61
18,10000017,149.84,1991.79,7.0,2.0,148.02,1992.17
18,10000017,163.5,1980.34,7.0,2.0,150.57,1981.22
18,10000017,10.9,1848.75,7.0,2.0,2.48,1851.49
18,10000017,41.18,1912.47,7.0,2.0,49.11,1911.89
19,10000018,171.4,2063.15,7.0,2.0,165.99,2064.76
19,10000018,88.8,1938.24,7.0,2.0,72.1,1937.53
19,10000018,31.89,1890.29,7.0,2.0,24.85,1891.18
19,10000018,109.95,1988.98,7.0,2.0,110.63,1986.49
19,10000018,158.51,2029.09,7.0,2.0,151.04,2029.08
19,10000018,63.59,1935.52,7.0,2.0,75.23,1933.0
19,10000018,120.56,1982.01,7.0,2.0,117.09,1981.96
19,10000018,134.72,2001.21,7.0,2.0,128.75,1997.97
19,10000018,52.17,1926.75,7.0,2.0,54.85,1928.02
19,10000018,152.03,2025.33,7.0,2.0,157.44,2024.7
19,10000018,133.21,2013.16,7.0,2.0,135.06,2016.06
19,10000018,97.78,1967.45,7.0,2.0,99.42,1969.06
19,10000018,-0.29,1863.23,7.0,2.0,8.47,1863.23
19,10000018,108.04,1985.91,7.0,2.0,106.45,1986.49
19,10000018,99.57,1967.34,7.0,2.0,98.55,1967.64
19,10000018,9.72,1876.52,7.0,2.0,22.39,1874.95
19,10000018,82.99,1942.61,7.0,2.0,77.93,1941.16
19,10000018,166.41,2063.64,7.0,2.0,169.0,2063.09
19,10000018,37.63,1908.8,7.0,2.0,47.69,1908.95
19,10000018,153.63,2040.43,7.0,2.0,154.14,2040.64
20,10000019,57.31,1873.05,7.0,2.0,48.46,1876.89
20,10000019,101.78,1909.04,7.0,2.0,94.05,1908.49
20,10000019,150.6,1969.5,7.0,2.0,140.48,1968.11
20,10000019,136.68,1954.51,7.0,2.0,130.75,1958.07
20,10000019,53.57,1897.91,7.0,2.0,62.5,1899.23
20,10000019,147.47,1951.29,7.0,2.0,152.41,1954.93
20,10000019,160.51,1942.5,7.0,2.0,153.44,1943.53
20,10000019,113.15,1946.23,7.0,2.0,107.82,1945.3
20,10000019,112.25,1922.28,7.0,2.0,119.19,1925.78
20,10000019,5.31,1874.61,7.0,2.0,5.17,1875.69
20,10000019,-2.5,1882.69,7.0,2.0,9.67,1879.87
20,10000019,102.15,1933.07,7.0,2.0,108.42,1933.64
20,10000019,5.55,1856.62,7.0,2.0,13.41,1858.61
20,10000019,143.28,1951.26,7.0,2.0,135.87,1950.26
20,10000019,40.32,1876.47,7.0,2.0,28.87,1875.65
20,10000019,99.64,1919.39,7.0,2.0,101.65,1919.93
20,10000019,92.96,1928.42,7.0,2.0,92.29,1929.17
20,10000019,33.35,1880.95,7.0,2.0,23.91,1879.3
20,10000019,11.33,1852.87,7.0,2.0,10.64,1852.76
20,10000019,119.04,1934.89,7.0,2.0,115.6,1932.28
21,10000020,3.92,1868.21,7.0,2.0,6.44,1871.41
21,10000020,58.59,1898.94,7.0,2.0,60.57,1899.36
21,10000020,88.3,1925.64,7.0,2.0,92.34,1927.09
21,10000020,47.28,1903.74,7.0,2.0,49.16,1902.06
21,10000020,142.18,1954.73,7.0,2.0,134.42,1957.16
21,10000020,24.21,1896.15,7.0,2.0,20.44,1895.02
21,10000020,62.46,1915.88,7.0,2.0,70.36,1913.85
21,10000020,85.93,1929.68,7.0,2.0,86.42,1933.95
21,10000020,16.23,1871.43,7.0,2.0,18.26,1874.78
21,10000020,16.23,1868.02,7.0,2.0,7.73,1868.52
21,10000020,40.96,1879.36,7.0,2.0,33.07,1877.46
21,10000020,25.17,1861.07,7.0,2.0,7.14,1861.63
21,10000020,173.21,1982.13,7.0,2.0,172.26,1982.43
21,10000020,67.38,1900.91,7.0,2.0,60.4,1902.87
21,10000020,113.45,1939.9,7.0,2.0,110.64,1941.09
21,10000020,118.72,1946.31,7.0,2.0,117.47,1948.23
21,10000020,72.62,1904.76,7.0,2.0,70.26,1906.71
21,10000020,83.27,1920.27,7.0,2.0,84.04,1922.47
21,10000020,44.26,1893.44,7.0,2.0,51.62,1891.94
21,10000020,165.96,1968.14,7.0,2.0,168.67,1969.6
22,10000021,109.05,1932.79,7.0,2.0,97.94,1930.35
22,10000021,159.57,1954.42,7.0,2.0,163.64,1955.8
22,10000021,66.09,1932.8,7.0,2.0,71.95,1935.91
22,10000021,18.81,1880.2,7.0,2.0,18.19,1879.72
22,10000021,48.43,1904.59,7.0,2.0,49.48,1908.6
22,10000021,131.98,1974.77,7.0,2.0,139.67,1971.78
22,10000021,98.37,1940.0,7.0,2.0,94.68,1938.57
22,10000021,50.15,1902.76,7.0,2.0,38.96,1903.22
22,10000021,26.83,1889.68,7.0,2.0,31.32,1892.44
22,10000021,192.2,1972.41,7.0,2.0,170.45,1971.73
22,10000021,4.3,1870.84,7.0,2.0,2.79,1871.98
22,10000021,27.09,1873.91,7.0,2.0,20.5,1873.01
22,10000021,44.77,1888.55,7.0,2.0,46.61,1890.53
22,10000021,85.05,1916.64,7.0,2.0,79.95,1915.74
