Day_ID,Date,obs_NO2,obs_CH4,sigma_N,sigma_C,true_NO2,true_CH4
2,10000001,137.98,1965.38,7.0,2.0,136.11,1966.16
2,10000001,134.14,1980.23,7.0,2.0,126.31,1977.54
2,10000001,17.59,1875.11,7.0,2.0,10.11,1877.09
2,10000001,120.39,1950.85,7.0,2.0,126.69,1952.49
2,10000001,51.7,1929.92,7.0,2.0,52.43,1928.99
2,10000001,39.24,1909.65,7.0,2.0,43.89,1904.36
2,10000001,74.08,1925.34,7.0,2.0,71.53,1926.3
2,10000001,145.49,1994.23,7.0,2.0,149.93,1994.4
2,10000001,95.48,1933.5,7.0,2.0,98.12,1934.87
2,10000001,174.28,2010.46,7.0,2.0,169.6,2009.75
2,10000001,12.05,1880.86,7.0,2.0,14.08,1883.21
2,10000001,11.4,1885.08,7.0,2.0,21.81,1888.49
2,10000001,143.13,2004.77,7.0,2.0,142.09,2003.99
2,10000001,12.93,1879.45,7.0,2.0,16.08,1878.94
2,10000001,77.8,1928.97,7.0,2.0,85.52,1929.28
2,10000001,109.58,1983.3,7.0,2.0,123.9,1981.52
2,10000001,8.48,1887.61,7.0,2.0,27.39,1886.99
2,10000001,6.3,1873.98,7.0,2.0,11.98,1871.02
2,10000001,105.14,1950.2,7.0,2.0,98.66,1949.57
2,10000001,133.29,1964.5,7.0,2.0,130.29,1967.13
2,10000001,71.66,1937.98,7.0,2.0,70.77,1938.49
2,10000001,3.55,1875.35,7.0,2.0,20.63,1873.13
2,10000001,56.93,1923.12,7.0,2.0,66.54,1922.77
2,10000001,38.97,1882.59,7.0,2.0,33.28,1881.91
2,10000001,39.49,1910.14,7.0,2.0,42.5,1908.8
2,10000001,115.18,1977.09,7.0,2.0,137.08,1979.79
2,10000001,97.63,1958.25,7.0,2.0,97.37,1955.3
2,10000001,46.01,1918.83,7.0,2.0,50.53,1918.07
2,10000001,76.7,1932.77,7.0,2.0,85.27,1930.86
2,10000001,91.22,1958.28,7.0,2.0,91.73,1955.28
2,10000001,3.93,1880.56,7.0,2.0,3.52,1879.73
2,10000001,12.88,1880.57,7.0,2.0,12.89,1879.97
2,10000001,25.83,1885.02,7.0,2.0,20.42,1885.35
2,10000001,13.92,1872.0,7.0,2.0,8.47,1872.68
2,10000001,135.02,1985.09,7.0,2.0,130.14,1984.78
2,10000001,-5.46,1884.13,7.0,2.0,2.34,1884.07
2,10000001,118.78,1968.15,7.0,2.0,128.84,1967.24
2,10000001,158.41,2015.88,7.0,2.0,161.4,2018.08
2,10000001,110.04,1968.53,7.0,2.0,112.4,1965.38
2,10000001,21.53,1887.83,7.0,2.0,32.71,1887.05
2,10000001,78.0,1934.29,7.0,2.0,89.29,1936.45
2,10000001,8.55,1864.67,7.0,2.0,12.72,1864.97
2,10000001,165.01,2006.57,7.0,2.0,169.55,2006.11
2,10000001,-4.06,1861.99,7.0,2.0,2.33,1860.13
2,10000001,73.07,1911.23,7.0,2.0,63.69,1911.26
2,10000001,32.1,1898.55,7.0,2.0,31.84,1898.64
2,10000001,159.53,1992.87,7.0,2.0,160.37,1993.17
2,10000001,31.26,1904.2,7.0,2.0,37.66,1905.61
2,10000001,71.83,1936.79,7.0,2.0,73.71,1937.08
2,10000001,66.72,1906.89,7.0,2.0,64.54,1909.46
2,10000001,51.67,1918.94,7.0,2.0,61.05,1919.42
3,10000002,75.4,1924.3,7.0,2.0,82.91,1922.1
3,10000002,-1.42,1838.13,7.0,2.0,4.69,1843.28
3,10000002,140.4,1996.34,7.0,2.0,145.23,1996.55
3,10000002,106.32,1950.77,7.0,2.0,103.97,1951.24
3,10000002,152.86,2008.51,7.0,2.0,162.67,2008.55
3,10000002,95.28,1920.29,7.0,2.0,80.88,1920.74
3,10000002,36.77,1866.64,7.0,2.0,24.52,1867.15
3,10000002,49.96,1914.29,7.0,2.0,56.24,1915.87
3,10000002,141.23,1973.54,7.0,2.0,132.37,1974.22
3,10000002,23.38,1883.1,7.0,2.0,31.3,1884.8
3,10000002,165.23,2031.18,7.0,2.0,165.71,2028.13
3,10000002,169.68,2024.22,7.0,2.0,166.32,2022.59
3,10000002,67.34,1921.9,7.0,2.0,61.93,1921.9
3,10000002,48.6,1885.34,7.0,2.0,34.94,1885.95
3,10000002,142.85,1995.36,7.0,2.0,130.5,1993.44
3,10000002,107.82,1947.59,7.0,2.0,95.73,1947.14
3,10000002,133.04,1976.31,7.0,2.0,138.35,1970.89
3,10000002,74.1,1916.37,7.0,2.0,61.22,1917.96
3,10000002,83.66,1960.3,7.0,2.0,90.59,1960.86
3,10000002,128.53,1970.86,7.0,2.0,130.23,1970.38
3,10000002,143.03,2013.58,7.0,2.0,152.84,2012.83
3,10000002,23.02,1875.4,7.0,2.0,24.54,1875.96
3,10000002,130.85,1981.46,7.0,2.0,144.15,1983.12
3,10000002,55.8,1896.24,7.0,2.0,45.84,1895.2
3,10000002,56.24,1911.84,7.0,2.0,61.77,1911.45
3,10000002,171.41,2011.26,7.0,2.0,168.26,2008.97
3,10000002,94.51,1956.14,7.0,2.0,103.54,1954.93
3,10000002,137.82,1977.77,7.0,2.0,137.62,1976.15
3,10000002,80.04,1913.08,7.0,2.0,72.83,1915.73
3,10000002,36.25,1903.95,7.0,2.0,38.78,1903.55
3,10000002,96.1,1936.29,7.0,2.0,99.93,1936.8
3,10000002,22.37,1837.46,7.0,2.0,11.98,1838.34
3,10000002,178.48,2021.23,7.0,2.0,173.95,2022.97
3,10000002,26.95,1884.54,7.0,2.0,34.44,1881.11
3,10000002,31.41,1892.18,7.0,2.0,29.55,1891.64
3,10000002,155.42,1992.35,7.0,2.0,141.5,1992.61
3,10000002,103.93,1949.85,7.0,2.0,110.6,1950.96
3,10000002,100.16,1923.05,7.0,2.0,83.56,1922.15
3,10000002,92.88,1949.17,7.0,2.0,90.46,1946.24
3,10000002,110.59,1945.6,7.0,2.0,103.03,1944.95
3,10000002,129.46,1975.49,7.0,2.0,129.72,1976.47
3,10000002,81.2,1931.53,7.0,2.0,86.34,1931.96
3,10000002,126.64,1990.16,7.0,2.0,123.09,1991.25
3,10000002,168.35,2013.9,7.0,2.0,154.32,2014.26
3,10000002,99.15,1948.86,7.0,2.0,100.62,1946.62
3,10000002,150.42,1975.72,7.0,2.0,132.79,1974.96
3,10000002,129.36,2004.47,7.0,2.0,140.53,2004.71
3,10000002,159.74,1996.55,7.0,2.0,161.12,1999.43
3,10000002,49.99,1915.26,7.0,2.0,47.85,1919.96
3,10000002,65.58,1909.87,7.0,2.0,70.61,1910.6
3,10000002,7.58,1850.24,7.0,2.0,6.11,1852.46
3,10000002,19.34,1878.9,7.0,2.0,17.89,1875.26
3,10000002,77.67,1926.75,7.0,2.0,70.02,1922.01
3,10000002,111.21,1939.45,7.0,2.0,103.16,1940.54
3,10000002,99.7,1963.26,7.0,2.0,109.92,1966.08
3,10000002,90.16,1938.59,7.0,2.0,91.56,1937.44
3,10000002,103.67,1952.19,7.0,2.0,104.41,1954.18
3,10000002,43.98,1884.13,7.0,2.0,44.69,1879.46
3,10000002,146.37,1997.26,7.0,2.0,153.63,1995.68
3,10000002,161.8,2002.97,7.0,2.0,160.99,2006.24
3,10000002,32.04,1878.2,7.0,2.0,34.82,1881.35
3,10000002,74.47,1931.36,7.0,2.0,80.95,1931.53
3,10000002,26.08,1877.07,7.0,2.0,17.73,1876.79
3,10000002,160.4,2013.03,7.0,2.0,152.63,2011.27
3,10000002,87.58,1962.62,7.0,2.0,100.16,1962.72
3,10000002,31.35,1883.27,7.0,2.0,32.0,1882.9
3,10000002,22.23,1863.63,7.0,2.0,20.46,1865.15
3,10000002,76.12,1925.71,7.0,2.0,81.83,1922.4
3,10000002,131.29,1978.31,7.0,2.0,130.16,1977.98
3,10000002,56.63,1891.85,7.0,2.0,49.51,1890.42
3,10000002,119.18,1951.35,7.0,2.0,114.33,1949.54
3,10000002,62.63,1905.73,7.0,2.0,51.43,1903.06
3,10000002,13.38,1863.6,7.0,2.0,2.67,1862.87
3,10000002,29.41,1898.68,7.0,2.0,26.41,1896.06
3,10000002,128.17,1973.26,7.0,2.0,130.6,1974.37
3,10000002,129.81,1970.82,7.0,2.0,118.47,1971.75
3,10000002,132.65,1984.7,7.0,2.0,132.78,1979.56
3,10000002,27.96,1874.43,7.0,2.0,26.44,1873.91
3,10000002,117.57,1959.25,7.0,2.0,110.08,1959.95
3,10000002,-3.21,1871.38,7.0,2.0,1.09,1869.78
4,10000003,89.56,1967.77,7.0,2.0,84.99,1967.14
4,10000003,38.96,1888.28,7.0,2.0,25.66,1888.35
4,10000003,31.19,1911.25,7.0,2.0,31.15,1911.19
4,10000003,115.74,1964.97,7.0,2.0,108.92,1963.18
4,10000003,37.14,1874.94,7.0,2.0,35.89,1877.84
4,10000003,162.12,1977.94,7.0,2.0,160.96,1977.05
4,10000003,84.69,1946.63,7.0,2.0,95.73,1945.87
4,10000003,92.25,1961.77,7.0,2.0,97.58,1958.31
4,10000003,129.06,1934.93,7.0,2.0,131.08,1935.13
4,10000003,90.33,1959.25,7.0,2.0,84.84,1959.07
4,10000003,90.36,1939.59,7.0,2.0,83.01,1940.48
4,10000003,148.91,1978.83,7.0,2.0,146.53,1981.9
4,10000003,107.01,1932.28,7.0,2.0,106.86,1927.8
4,10000003,148.8,1977.99,7.0,2.0,153.38,1978.25
4,10000003,104.8,1949.29,7.0,2.0,106.58,1952.21
4,10000003,48.11,1933.17,7.0,2.0,55.16,1933.66
4,10000003,8.27,1883.13,7.0,2.0,10.78,1885.13
4,10000003,58.24,1909.85,7.0,2.0,67.98,1911.51
4,10000003,148.22,1993.86,7.0,2.0,150.1,1991.6
4,10000003,40.82,1878.38,7.0,2.0,36.23,1877.49
4,10000003,106.89,1935.08,7.0,2.0,104.5,1937.11
4,10000003,54.63,1907.87,7.0,2.0,58.29,1906.14
4,10000003,29.52,1878.8,7.0,2.0,26.47,1880.9
4,10000003,26.13,1916.77,7.0,2.0,26.24,1916.45
4,10000003,41.92,1926.76,7.0,2.0,37.85,1928.92
4,10000003,36.67,1900.35,7.0,2.0,44.4,1899.95
4,10000003,139.64,1967.13,7.0,2.0,138.2,1967.91
4,10000003,136.99,1967.3,7.0,2.0,123.43,1964.11
4,10000003,152.91,1974.07,7.0,2.0,153.29,1977.57
4,10000003,71.98,1938.32,7.0,2.0,77.55,1940.74
4,10000003,10.66,1910.89,7.0,2.0,17.22,1909.19
4,10000003,149.57,1981.95,7.0,2.0,152.67,1983.51
4,10000003,-9.6,1899.07,7.0,2.0,0.03,1902.35
4,10000003,33.44,1908.55,7.0,2.0,36.6,1910.55
4,10000003,27.43,1923.25,7.0,2.0,39.6,1924.35
4,10000003,147.29,1977.43,7.0,2.0,135.58,1976.15
4,10000003,156.77,1975.92,7.0,2.0,145.05,1973.6
4,10000003,55.97,1957.19,7.0,2.0,56.67,1958.71
4,10000003,8.43,1915.94,7.0,2.0,18.14,1914.32
4,10000003,86.09,1931.33,7.0,2.0,72.46,1931.22
4,10000003,75.09,1917.89,7.0,2.0,83.93,1918.8
4,10000003,176.28,2015.59,7.0,2.0,170.61,2013.06
4,10000003,65.77,1917.42,7.0,2.0,62.65,1920.78
4,10000003,140.8,1984.35,7.0,2.0,146.04,1986.93
4,10000003,43.48,1888.76,7.0,2.0,53.32,1887.23
4,10000003,10.09,1923.51,7.0,2.0,1.6,1923.45
4,10000003,19.31,1876.64,7.0,2.0,19.62,1879.45
4,10000003,50.71,1930.77,7.0,2.0,58.81,1930.81
4,10000003,108.7,1978.74,7.0,2.0,97.77,1977.77
4,10000003,34.08,1895.1,7.0,2.0,34.93,1894.84
4,10000003,23.31,1912.03,7.0,2.0,25.6,1911.8
4,10000003,100.18,1962.82,7.0,2.0,115.83,1961.45
4,10000003,103.74,1913.66,7.0,2.0,100.11,1914.68
4,10000003,28.87,1873.51,7.0,2.0,26.96,1875.6
4,10000003,29.62,1896.14,7.0,2.0,19.32,1894.31
4,10000003,152.59,1968.61,7.0,2.0,162.86,1966.63
4,10000003,60.74,1908.17,7.0,2.0,59.7,1904.35
4,10000003,171.46,2004.13,7.0,2.0,169.17,2003.63
4,10000003,50.53,1895.88,7.0,2.0,54.97,1893.89
4,10000003,66.02,1928.79,7.0,2.0,69.04,1931.79
4,10000003,29.32,1927.9,7.0,2.0,27.41,1929.39
4,10000003,159.7,1986.31,7.0,2.0,156.45,1985.92
4,10000003,79.06,1962.3,7.0,2.0,72.19,1963.18
4,10000003,4.52,1875.29,7.0,2.0,11.29,1877.86
4,10000003,67.65,1965.58,7.0,2.0,63.3,1963.75
4,10000003,16.71,1920.12,7.0,2.0,24.71,1920.48
4,10000003,82.35,1904.37,7.0,2.0,78.62,1905.28
4,10000003,15.82,1908.75,7.0,2.0,22.64,1906.82
4,10000003,4.98,1870.23,7.0,2.0,4.86,1869.94
4,10000003,65.77,1905.44,7.0,2.0,62.58,1906.53
4,10000003,172.08,2005.1,7.0,2.0,167.3,2001.99
4,10000003,137.95,1952.48,7.0,2.0,127.95,1953.1
4,10000003,116.67,1947.88,7.0,2.0,105.62,1946.51
4,10000003,111.93,1969.52,7.0,2.0,119.22,1965.26
4,10000003,14.62,1896.98,7.0,2.0,10.56,1897.59
4,10000003,55.61,1910.32,7.0,2.0,55.51,1909.81
4,10000003,71.81,1893.68,7.0,2.0,56.57,1893.93
4,10000003,124.04,1943.03,7.0,2.0,123.75,1946.03
4,10000003,88.06,1909.14,7.0,2.0,76.94,1910.15
4,10000003,68.76,1938.67,7.0,2.0,66.72,1934.2
5,10000004,20.58,1872.6,7.0,2.0,24.53,1871.94
5,10000004,31.38,1901.09,7.0,2.0,43.95,1900.67
5,10000004,85.74,1941.39,7.0,2.0,81.07,1940.35
5,10000004,100.04,1931.71,7.0,2.0,96.84,1931.87
5,10000004,54.14,1900.35,7.0,2.0,51.1,1898.47
5,10000004,10.18,1882.47,7.0,2.0,12.26,1883.41
5,10000004,136.69,1971.18,7.0,2.0,141.35,1973.1
5,10000004,37.55,1892.84,7.0,2.0,30.24,1890.1
5,10000004,32.63,1913.05,7.0,2.0,32.38,1915.7
5,10000004,161.13,2002.64,7.0,2.0,159.68,2000.62
5,10000004,15.15,1887.84,7.0,2.0,14.09,1891.69
5,10000004,106.54,1926.58,7.0,2.0,105.33,1930.41
5,10000004,115.33,1944.78,7.0,2.0,121.66,1943.31
5,10000004,132.64,1985.61,7.0,2.0,123.39,1989.19
5,10000004,70.3,1945.91,7.0,2.0,75.83,1944.42
5,10000004,164.38,1986.94,7.0,2.0,152.28,1986.36
5,10000004,6.1,1861.31,7.0,2.0,5.69,1860.76
5,10000004,174.3,2000.32,7.0,2.0,162.02,1999.38
5,10000004,168.95,1979.96,7.0,2.0,169.29,1979.31
5,10000004,128.28,1958.08,7.0,2.0,131.69,1960.41
5,10000004,156.36,1984.41,7.0,2.0,155.98,1982.38
5,10000004,135.85,1971.8,7.0,2.0,132.49,1970.82
5,10000004,53.48,1886.13,7.0,2.0,55.71,1889.17
5,10000004,170.25,2014.89,7.0,2.0,171.62,2017.77
5,10000004,111.45,1954.5,7.0,2.0,110.17,1955.87
5,10000004,68.87,1924.14,7.0,2.0,69.5,1924.78
5,10000004,102.61,1931.12,7.0,2.0,88.03,1932.58
5,10000004,99.04,1959.16,7.0,2.0,96.34,1957.17
5,10000004,77.32,1939.45,7.0,2.0,77.52,1940.65
5,10000004,110.62,1957.77,7.0,2.0,106.48,1957.39
5,10000004,33.89,1903.7,7.0,2.0,40.47,1900.54
5,10000004,54.32,1923.1,7.0,2.0,62.23,1923.25
5,10000004,90.06,1946.88,7.0,2.0,96.02,1947.92
5,10000004,65.74,1925.56,7.0,2.0,76.67,1926.12
5,10000004,92.6,1922.76,7.0,2.0,86.64,1923.75
5,10000004,103.48,1940.82,7.0,2.0,93.93,1941.86
5,10000004,64.85,1928.68,7.0,2.0,63.23,1927.31
5,10000004,75.61,1930.54,7.0,2.0,83.5,1930.81
5,10000004,165.48,1996.22,7.0,2.0,166.59,1992.95
5,10000004,34.13,1921.16,7.0,2.0,34.29,1917.16
5,10000004,46.79,1910.65,7.0,2.0,52.28,1911.57
5,10000004,43.17,1892.02,7.0,2.0,52.04,1891.53
5,10000004,64.86,1925.15,7.0,2.0,64.52,1920.85
5,10000004,41.12,1908.74,7.0,2.0,36.84,1913.12
5,10000004,136.14,1972.34,7.0,2.0,142.13,1971.73
5,10000004,59.72,1929.11,7.0,2.0,59.71,1929.32
5,10000004,110.69,1941.21,7.0,2.0,105.03,1943.26
5,10000004,120.73,1944.1,7.0,2.0,116.67,1944.28
5,10000004,92.58,1949.22,7.0,2.0,104.79,1947.12
5,10000004,147.44,1971.58,7.0,2.0,147.85,1969.23
5,10000004,68.6,1909.96,7.0,2.0,57.86,1911.64
5,10000004,131.18,1976.98,7.0,2.0,139.51,1975.55
5,10000004,171.62,1993.03,7.0,2.0,174.97,1993.8
5,10000004,15.52,1876.04,7.0,2.0,11.62,1876.88
5,10000004,94.12,1928.73,7.0,2.0,95.15,1929.59
5,10000004,43.85,1904.6,7.0,2.0,42.91,1902.19
5,10000004,117.95,1978.05,7.0,2.0,119.79,1979.31
5,10000004,52.68,1914.68,7.0,2.0,48.35,1912.79
5,10000004,142.13,1959.85,7.0,2.0,141.02,1959.45
5,10000004,135.25,1982.81,7.0,2.0,137.99,1982.6
5,10000004,9.67,1864.56,7.0,2.0,11.35,1865.34
5,10000004,38.39,1923.27,7.0,2.0,37.02,1922.45
5,10000004,4.77,1849.67,7.0,2.0,3.45,1853.5
5,10000004,151.71,1979.44,7.0,2.0,152.6,1978.14
5,10000004,93.7,1965.32,7.0,2.0,99.68,1966.76
5,10000004,50.24,1905.0,7.0,2.0,50.34,1905.22
5,10000004,69.19,1935.76,7.0,2.0,67.52,1936.93
5,10000004,89.37,1969.93,7.0,2.0,81.34,1968.9
5,10000004,15.29,1865.04,7.0,2.0,7.81,1870.01
5,10000004,81.49,1927.38,7.0,2.0,75.75,1928.42
5,10000004,98.55,1968.93,7.0,2.0,113.39,1968.04
5,10000004,86.27,1929.94,7.0,2.0,87.73,1929.01
5,10000004,46.65,1905.9,7.0,2.0,45.4,1903.19
5,10000004,166.92,2001.38,7.0,2.0,170.9,2001.92
5,10000004,163.56,1980.55,7.0,2.0,155.0,1981.99
5,10000004,182.31,1999.81,7.0,2.0,172.27,2000.8
5,10000004,141.85,1992.05,7.0,2.0,128.12,1987.95
5,10000004,86.47,1938.4,7.0,2.0,89.32,1938.26
5,10000004,158.83,1992.05,7.0,2.0,162.55,1994.19
5,10000004,23.93,1872.75,7.0,2.0,27.81,1876.94
6,10000005,120.82,1924.59,7.0,2.0,112.73,1922.97
6,10000005,61.75,1901.87,7.0,2.0,71.43,1902.51
6,10000005,116.06,1934.65,7.0,2.0,112.5,1934.1
6,10000005,22.4,1880.02,7.0,2.0,22.48,1877.39
6,10000005,38.29,1891.08,7.0,2.0,44.24,1891.33
6,10000005,49.03,1894.75,7.0,2.0,53.82,1895.87
6,10000005,165.66,1953.03,7.0,2.0,144.8,1948.84
6,10000005,91.93,1931.59,7.0,2.0,100.98,1933.04
6,10000005,134.67,1927.19,7.0,2.0,120.48,1925.43
6,10000005,0.46,1880.05,7.0,2.0,7.5,1880.07
6,10000005,41.36,1903.51,7.0,2.0,51.19,1903.81
6,10000005,133.79,1933.99,7.0,2.0,137.91,1933.73
6,10000005,11.03,1880.84,7.0,2.0,17.91,1880.97
6,10000005,93.43,1922.05,7.0,2.0,94.11,1923.43
6,10000005,170.99,1965.12,7.0,2.0,170.71,1967.72
6,10000005,35.66,1887.91,7.0,2.0,43.43,1890.54
6,10000005,5.75,1901.0,7.0,2.0,8.62,1895.78
6,10000005,53.88,1901.17,7.0,2.0,57.01,1900.45
6,10000005,85.87,1910.66,7.0,2.0,83.77,1908.81
6,10000005,171.5,1961.84,7.0,2.0,173.5,1963.06
6,10000005,39.66,1870.98,7.0,2.0,47.48,1873.17
6,10000005,126.76,1921.83,7.0,2.0,124.58,1921.16
6,10000005,51.28,1894.49,7.0,2.0,56.98,1894.15
6,10000005,170.78,1952.47,7.0,2.0,173.74,1952.27
6,10000005,21.11,1881.54,7.0,2.0,25.24,1883.21
6,10000005,20.1,1893.89,7.0,2.0,25.95,1892.27
6,10000005,57.22,1911.94,7.0,2.0,54.53,1911.94
6,10000005,125.51,1937.95,7.0,2.0,129.79,1940.72
6,10000005,25.3,1887.6,7.0,2.0,32.84,1887.09
6,10000005,54.49,1905.04,7.0,2.0,60.8,1902.45
6,10000005,141.37,1944.82,7.0,2.0,155.11,1944.69
6,10000005,63.74,1906.7,7.0,2.0,64.12,1908.48
6,10000005,63.08,1910.82,7.0,2.0,64.18,1913.03
6,10000005,104.77,1913.75,7.0,2.0,98.84,1912.47
